"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"GeneralInjury"	"ReducedInjuryTypes"
"8311"	Jan 17, 2016	Missed 2 games (lower body injury).	ERIK	GUSTAFSSON	CHICAGO	BLACKHAWKS	2	TRUE	lower body injury	FALSE	142	0	1	14	2016	1	17	2016	3	lower body	lower body
"15493"	Nov 19, 2016	Missed 1 game (upper body injury).	VINNIE	HINOSTROZA	CHICAGO	BLACKHAWKS	1	TRUE	upper body injury	FALSE	143	0	11	18	2016	11	19	2016	1	upper body	upper body
"13165"	Mar 26, 2014	Missed 7 games (rib injury).	TOMAS	JURCO	CHICAGO	BLACKHAWKS	7	TRUE	rib injury	FALSE	144	0	3	12	2014	3	26	2014	14	rib	mid body
"9192"	Jan 28, 2015	Missed 8 games (back injury).	TOMAS	JURCO	CHICAGO	BLACKHAWKS	8	TRUE	back injury	FALSE	145	0	1	07	2015	1	28	2015	21	back	mid body
"12387"	Mar 15, 2015	Missed 1 game (facial injury).	TOMAS	JURCO	CHICAGO	BLACKHAWKS	1	TRUE	facial injury	FALSE	146	0	3	14	2015	3	15	2015	1	face	head/neck/face
"1077"	Apr 11, 2015	Missed 5 games (upper body injury).	TOMAS	JURCO	CHICAGO	BLACKHAWKS	5	TRUE	upper body injury	FALSE	147	0	4	02	2015	4	11	2015	9	upper body	upper body
"7322"	Jan 06, 2016	Missed 2 games (upper body injury).	TOMAS	JURCO	CHICAGO	BLACKHAWKS	2	TRUE	upper body injury	FALSE	148	0	1	02	2016	1	06	2016	4	upper body	upper body
"16184"	Nov 28, 2016	Missed 22 games (back injury).	TOMAS	JURCO	CHICAGO	BLACKHAWKS	22	TRUE	back injury	FALSE	149	0	10	08	2016	11	28	2016	51	back	mid body
"7469"	Jan 08, 2009	Missed 2 games (sprained right ankle).	PATRICK	KANE	CHICAGO	BLACKHAWKS	2	TRUE	sprained right ankle	FALSE	150	0	1	04	2009	1	08	2009	4	ankle	foot
"1702"	Apr 22, 2009	Missed 1 game (flu).	PATRICK	KANE	CHICAGO	BLACKHAWKS	1	TRUE	flu	FALSE	151	0	4	20	2009	4	22	2009	2	cold/virus	illness
"17547"	Oct 16, 2010	Missed 1 game (illness).	PATRICK	KANE	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	152	0	10	15	2010	10	16	2010	1	cold/virus	illness
"4118"	Dec 28, 2010	Missed 8 games (left leg injury).	PATRICK	KANE	CHICAGO	BLACKHAWKS	8	TRUE	left leg injury	FALSE	153	0	12	08	2010	12	28	2010	20	leg	leg
"1498"	Apr 17, 2014	Missed the last 12 regular season games (left leg injury).	PATRICK	KANE	CHICAGO	BLACKHAWKS	12	TRUE	left leg injury	TRUE	155	0	3	20	2014	4	17	2014	28	leg	leg
"1346"	Apr 14, 2015	Missed the last 21 regular season games (left clavicle injury).	PATRICK	KANE	CHICAGO	BLACKHAWKS	21	TRUE	left clavicle injury	TRUE	156	0	2	25	2015	4	14	2015	48	collarbone	mid body
"9161"	Jan 28, 2009	Missed 4 games (consussion).	DUNCAN	KEITH	CHICAGO	BLACKHAWKS	4	TRUE	consussion	FALSE	157	0	1	16	2009	1	28	2009	12	concussion	concussion
"14647"	Nov 08, 2011	Missed 3 games (left hand injury).	DUNCAN	KEITH	CHICAGO	BLACKHAWKS	3	TRUE	left hand injury	FALSE	158	0	11	03	2011	11	08	2011	5	hand	arm/hand
"8932"	Jan 25, 2014	Missed 1 game (illness).	DUNCAN	KEITH	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	159	0	1	23	2014	1	25	2014	2	cold/virus	illness
"3664"	Dec 20, 2014	Missed 1 game (illness).	DUNCAN	KEITH	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	160	0	12	16	2014	12	20	2014	4	cold/virus	illness
"15028"	Nov 13, 2015	Missed 10 games (right knee injury).	DUNCAN	KEITH	CHICAGO	BLACKHAWKS	10	TRUE	right knee injury	FALSE	161	0	10	20	2015	11	13	2015	24	knee	leg
"2587"	Dec 06, 2014	Missed 2 games (upper body injury).	CONNOR	MURPHY	CHICAGO	BLACKHAWKS	2	TRUE	upper body injury	FALSE	162	0	12	02	2014	12	06	2014	4	upper body	upper body
"5442"	Feb 13, 2015	Missed 1 game (illness).	CONNOR	MURPHY	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	163	0	2	10	2015	2	13	2015	3	cold/virus	illness
"18505"	Oct 30, 2015	Missed 1 game (lower body injury).	CONNOR	MURPHY	CHICAGO	BLACKHAWKS	1	TRUE	lower body injury	FALSE	164	0	10	27	2015	10	30	2015	3	lower body	lower body
"3433"	Dec 17, 2016	Missed 3 games (upper body injury).	CONNOR	MURPHY	CHICAGO	BLACKHAWKS	3	TRUE	upper body injury	FALSE	165	0	12	12	2016	12	17	2016	5	upper body	upper body
"3900"	Dec 23, 2017	Missed 3 games (upper body injury).	JAN	RUTTA	CHICAGO	BLACKHAWKS	3	TRUE	upper body injury	FALSE	166	0	12	14	2017	12	23	2017	9	upper body	upper body
"6201"	Feb 23, 2018	Missed 8 games (undisclosed).	JAN	RUTTA	CHICAGO	BLACKHAWKS	8	TRUE	undisclosed	FALSE	167	0	2	08	2018	2	23	2018	15	undisclosed	undisclosed
"12941"	Mar 23, 2014	Missed 3 games (upper body injury).	BRANDON	SAAD	CHICAGO	BLACKHAWKS	3	TRUE	upper body injury	FALSE	168	0	3	17	2014	3	23	2014	6	upper body	upper body
"18588"	Oct 31, 2015	Missed 1 game (illness).	BRANDON	SAAD	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	169	0	10	29	2015	10	31	2015	2	cold/virus	illness
"12181"	Mar 12, 2016	Missed 3 games (upper body injury).	BRANDON	SAAD	CHICAGO	BLACKHAWKS	3	TRUE	upper body injury	FALSE	170	0	3	05	2016	3	12	2016	7	upper body	upper body
"11963"	Mar 09, 2017	Missed 2 games (illness).	NICK	SCHMALTZ	CHICAGO	BLACKHAWKS	2	TRUE	illness	FALSE	171	0	3	02	2017	3	09	2017	7	cold/virus	illness
"17695"	Oct 18, 2017	Missed 4 games (upper body injury).	NICK	SCHMALTZ	CHICAGO	BLACKHAWKS	4	TRUE	upper body injury	FALSE	172	0	10	08	2017	10	18	2017	10	upper body	upper body
"8437"	Jan 19, 2006	Missed 13 games (sprained knee).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	13	TRUE	sprained knee	FALSE	173	0	12	22	2005	1	19	2006	28	knee	leg
"3636"	Dec 20, 2006	Missed 1 game (back injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	1	TRUE	back injury	FALSE	174	0	12	17	2006	12	20	2006	3	back	mid body
"18419"	Oct 29, 2009	Missed 2 games (concussion).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	2	TRUE	concussion	FALSE	175	0	10	24	2009	10	29	2009	5	concussion	concussion
"12915"	Mar 23, 2010	Missed 2 games (head injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	2	TRUE	head injury	FALSE	176	0	3	18	2010	3	23	2010	5	head	head/neck/face
"1792"	Apr 24, 2011	Missed the last 2 playoff games (head injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	2	TRUE	head injury	TRUE	177	0	4	19	2011	4	24	2011	5	head	head/neck/face
"15889"	Nov 25, 2011	Missed 4 games (lower body injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	4	TRUE	lower body injury	FALSE	178	0	11	16	2011	11	25	2011	9	lower body	lower body
"6073"	Feb 22, 2013	Missed 1 game (lower body injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	1	TRUE	lower body injury	FALSE	179	0	2	19	2013	2	22	2013	3	lower body	lower body
"13570"	Mar 31, 2016	Missed 1 game (illness).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	180	0	3	29	2016	3	31	2016	2	cold/virus	illness
"3114"	Dec 13, 2016	Missed 2 games (upper body injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	2	TRUE	upper body injury	FALSE	181	0	12	08	2016	12	13	2016	5	upper body	upper body
"9205"	Jan 29, 2006	Missed 5 games (flu).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	5	TRUE	flu	FALSE	182	0	1	17	2006	1	29	2006	12	cold/virus	illness
"5259"	Feb 11, 2007	Missed 2 games (unknown).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	2	TRUE	unknown	FALSE	183	0	2	07	2007	2	11	2007	4	unknown	other
"16110"	Nov 28, 2007	Missed 2 games (flu).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	2	TRUE	flu	FALSE	184	0	11	24	2007	11	28	2007	4	cold/virus	illness
"12850"	Mar 22, 2009	Missed 16 games (sprained left knee).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	16	TRUE	sprained left knee	FALSE	185	0	2	16	2009	3	22	2009	34	knee	leg
"1422"	Apr 16, 2009	Missed 5 games (left leg injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	5	TRUE	left leg injury	FALSE	186	0	4	05	2009	4	16	2009	11	leg	leg
"17240"	Oct 11, 2010	Missed 1 game (upper body injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	1	TRUE	upper body injury	FALSE	187	0	10	09	2010	10	11	2010	2	upper body	upper body
"470"	Apr 06, 2011	Missed 7 games (left knee injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	7	TRUE	left knee injury	FALSE	188	0	3	23	2011	4	06	2011	14	knee	leg
"9387"	Jan 31, 2012	Missed 8 games (hand injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	8	TRUE	hand injury	FALSE	189	0	1	09	2012	1	31	2012	22	hand	arm/hand
"751"	Apr 09, 2013	Missed 14 games (sprained left shoulder).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	14	TRUE	sprained left shoulder	FALSE	190	0	3	07	2013	4	09	2013	33	shoulder	upper body
"1796"	Apr 24, 2013	Missed 5 games (shoulder injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	5	TRUE	shoulder injury	FALSE	191	0	4	14	2013	4	24	2013	10	shoulder	upper body
"2806"	Dec 09, 2014	Missed 14 games (right leg injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	14	TRUE	right leg injury	FALSE	192	0	11	05	2014	12	09	2014	34	leg	leg
"12531"	Mar 17, 2016	Missed 6 games (lower body injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	6	TRUE	lower body injury	FALSE	193	0	3	03	2016	3	17	2016	14	lower body	lower body
"15416"	Nov 18, 2016	Missed 14 games (concussion).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	14	TRUE	concussion	FALSE	194	0	10	21	2016	11	18	2016	28	concussion	concussion
"4451"	Dec 31, 2016	Missed 12 games (concussion).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	12	TRUE	concussion	FALSE	195	0	12	03	2016	12	31	2016	28	concussion	concussion
"721"	Apr 08, 2017	Missed the last 8 regular season games (hip surgery).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	8	TRUE	hip surgery	TRUE	196	0	3	26	2017	4	08	2017	13	hip	lower body
"17168"	Oct 10, 2007	Missed 2 games (broken finger).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2	TRUE	broken finger	FALSE	197	0	9	21	2007	10	10	2007	19	finger	arm/hand
"5170"	Feb 10, 2008	Missed 16 games (sprained knee).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	16	TRUE	sprained knee	FALSE	198	0	1	03	2008	2	10	2008	38	knee	leg
"14696"	Nov 09, 2009	Missed 6 games (concussion).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	6	TRUE	concussion	FALSE	199	0	10	24	2009	11	09	2009	16	concussion	concussion
"7056"	Jan 03, 2011	Missed 2 games (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2	TRUE	upper body injury	FALSE	200	0	12	30	2010	1	03	2011	4	upper body	upper body
"9382"	Jan 31, 2012	Missed 1 game (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	1	TRUE	upper body injury	FALSE	201	0	1	24	2012	1	31	2012	7	upper body	upper body
"1156"	Apr 12, 2012	Missed the last 22 regular season games (concussion).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	22	TRUE	concussion	TRUE	202	0	2	21	2012	4	12	2012	51	concussion	concussion
"1503"	Apr 17, 2014	Missed the last 6 regular season games (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	6	TRUE	upper body injury	TRUE	203	0	4	02	2014	4	17	2014	15	upper body	upper body
"3123"	Dec 13, 2016	Missed 9 games (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	9	TRUE	upper body injury	FALSE	204	0	11	25	2016	12	13	2016	18	upper body	upper body
"18030"	Oct 23, 2015	Missed 8 games (eye injury).	JOSH	ANDERSON	COLUMBUS	BLUEJACKETS	8	TRUE	eye injury	FALSE	205	0	10	06	2015	10	23	2015	17	eye	head/neck/face
"4977"	Feb 07, 2017	Missed 1 game (flu).	JOSH	ANDERSON	COLUMBUS	BLUEJACKETS	1	TRUE	flu	FALSE	206	0	2	04	2017	2	07	2017	3	cold/virus	illness
"12259"	Mar 13, 2017	Missed 3 games (lower body injury).	JOSH	ANDERSON	COLUMBUS	BLUEJACKETS	3	TRUE	lower body injury	FALSE	207	0	3	06	2017	3	13	2017	7	lower body	lower body
"5992"	Feb 21, 2013	Missed 13 games (lower body injury).	CAM	ATKINSON	COLUMBUS	BLUEJACKETS	13	TRUE	lower body injury	FALSE	208	0	1	24	2013	2	21	2013	28	lower body	lower body
"7303"	Jan 06, 2015	Missed 3 games (upper body injury).	CAM	ATKINSON	COLUMBUS	BLUEJACKETS	3	TRUE	upper body injury	FALSE	209	0	12	30	2014	1	06	2015	7	upper body	upper body
"14630"	Nov 07, 2017	Missed 4 games (lower body injury).	CAM	ATKINSON	COLUMBUS	BLUEJACKETS	4	TRUE	lower body injury	FALSE	210	0	10	30	2017	11	07	2017	8	lower body	lower body
"8967"	Jan 25, 2018	Missed 11 games (fractured right foot).	CAM	ATKINSON	COLUMBUS	BLUEJACKETS	11	TRUE	fractured right foot	FALSE	211	0	12	26	2017	1	25	2018	30	foot	foot
"347"	Apr 04, 2017	Missed 6 games (undisclosed).	OLIVER	BJORKSTRAND	COLUMBUS	BLUEJACKETS	6	TRUE	undisclosed	FALSE	212	0	3	23	2017	4	04	2017	12	undisclosed	undisclosed
"6975"	Jan 02, 2014	Missed 12 games (strained groin).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	12	TRUE	strained groin	FALSE	213	0	12	04	2013	1	02	2014	29	groin	lower body
"13387"	Mar 29, 2014	Missed 1 game (flu).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	1	TRUE	flu	FALSE	214	0	3	28	2014	3	29	2014	1	cold/virus	illness
"15088"	Nov 14, 2014	Missed 7 games (fractured finger).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	7	TRUE	fractured finger	FALSE	215	0	10	28	2014	11	14	2014	17	finger	arm/hand
"4426"	Dec 31, 2014	Missed 1 game (illness).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	1	TRUE	illness	FALSE	216	0	12	27	2014	12	31	2014	4	cold/virus	illness
"6806"	Feb 28, 2015	Missed 15 games (groin).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	15	TRUE	groin	FALSE	217	0	1	26	2015	2	28	2015	33	groin	lower body
"4356"	Dec 30, 2015	Missed 10 games (lower body injury).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	10	TRUE	lower body injury	FALSE	218	0	12	10	2015	12	30	2015	20	lower body	lower body
"8131"	Jan 15, 2016	Missed 16 games (groin).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	16	TRUE	groin	FALSE	219	0	1	02	2016	1	15	2016	13	groin	lower body
"11952"	Mar 09, 2016	Missed 19 games (groin).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	19	TRUE	groin	FALSE	220	0	1	22	2016	3	09	2016	47	groin	lower body
"7850"	Jan 12, 2017	Missed 1 game (illness).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	1	TRUE	illness	FALSE	221	0	1	10	2017	1	12	2017	2	cold/virus	illness
"8327"	Jan 17, 2017	Missed 1 game (illness).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	1	TRUE	illness	FALSE	222	0	1	14	2017	1	17	2017	3	cold/virus	illness
"4818"	Feb 05, 2013	Missed 3 games (upper body injury).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	3	TRUE	upper body injury	FALSE	223	0	1	29	2013	2	05	2013	7	upper body	upper body
"1903"	Apr 27, 2013	Missed the last 3 regular season games (broken finger).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	3	TRUE	broken finger	TRUE	224	0	4	21	2013	4	27	2013	6	finger	arm/hand
"15616"	Nov 21, 2013	Missed 19 games (abdominal injury).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	19	TRUE	abdominal injury	FALSE	225	0	10	12	2013	11	21	2013	40	abdominal	mid body
"7565"	Jan 09, 2014	Missed 7 games (upper body injury).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	7	TRUE	upper body injury	FALSE	226	0	12	23	2013	1	09	2014	17	upper body	upper body
"14380"	Nov 04, 2014	Missed 4 games (upper body injury).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	4	TRUE	upper body injury	FALSE	227	0	10	26	2014	11	04	2014	9	upper body	upper body
"15394"	Nov 18, 2014	Missed 4 games (wrist injury).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	4	TRUE	wrist injury	FALSE	228	0	11	08	2014	11	18	2014	10	wrist	arm/hand
"4903"	Feb 06, 2015	Missed 2 games (illness).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	2	TRUE	illness	FALSE	229	0	1	31	2015	2	06	2015	6	cold/virus	illness
"13557"	Mar 31, 2015	Missed 15 games (concussion).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	15	TRUE	concussion	FALSE	230	0	2	27	2015	3	31	2015	32	concussion	concussion
"8733"	Jan 22, 2016	Missed 9 games (lower body injury).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	9	TRUE	lower body injury	FALSE	231	0	12	30	2015	1	22	2016	23	lower body	lower body
"2329"	Dec 02, 2016	Missed 5 games (head injury).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	5	TRUE	head injury	FALSE	232	0	11	23	2016	12	02	2016	9	head	head/neck/face
"7849"	Jan 12, 2017	Missed 1 game (illness).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	1	TRUE	illness	FALSE	233	0	1	10	2017	1	12	2017	2	cold/virus	illness
"12260"	Mar 13, 2017	Missed 9 games (strained oblique muscle).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	9	TRUE	strained oblique muscle	FALSE	234	0	2	24	2017	3	13	2017	17	muscle	other
"2337"	Dec 02, 2017	Missed 12 games (upper body injury).	MATT	CALVERT	COLUMBUS	BLUEJACKETS	12	TRUE	upper body injury	FALSE	235	0	11	06	2017	12	02	2017	26	upper body	upper body
"469"	Apr 06, 2011	Missed 19 games (right knee injury).	TAYLOR	CHORNEY	COLUMBUS	BLUEJACKETS	19	TRUE	right knee injury	FALSE	236	0	2	25	2011	4	06	2011	40	knee	leg
"14367"	Nov 04, 2011	Missed 10 games (sprained right knee).	TAYLOR	CHORNEY	COLUMBUS	BLUEJACKETS	10	TRUE	sprained right knee	FALSE	237	0	10	09	2011	11	04	2011	26	knee	leg
"6805"	Feb 28, 2015	Missed 1 game (upper body injury).	IAN	COLE	COLUMBUS	BLUEJACKETS	1	TRUE	upper body injury	FALSE	238	0	2	26	2015	2	28	2015	2	upper body	upper body
"17649"	Oct 17, 2017	Missed 3 games (mouth).	IAN	COLE	COLUMBUS	BLUEJACKETS	3	TRUE	mouth	FALSE	239	0	10	08	2017	10	17	2017	9	hand	arm/hand
"3155"	Dec 14, 2009	Missed 13 games (broken right hand).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	13	TRUE	broken right hand	FALSE	241	0	11	09	2009	12	14	2009	35	hand	arm/hand
"4482"	Feb 01, 2011	Missed 5 games (left leg injury).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	5	TRUE	left leg injury	FALSE	242	0	1	19	2011	2	01	2011	13	leg	leg
"8269"	Jan 17, 2012	Missed 3 games (shoulder injury).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	3	TRUE	shoulder injury	FALSE	243	0	1	12	2012	1	17	2012	5	shoulder	upper body
"12065"	Mar 11, 2012	Missed 1 game (sinus).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	1	TRUE	sinus	FALSE	244	0	3	08	2012	3	11	2012	3	cold/virus	illness
"13985"	May 23, 2012	Missed the last 11 playoff games (leg injury).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	11	TRUE	leg injury	TRUE	245	0	4	28	2012	5	23	2012	25	leg	leg
"12143"	Mar 12, 2013	Missed 11 games (knee injury).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	11	TRUE	knee injury	FALSE	246	0	2	18	2013	3	12	2013	22	knee	leg
"223"	Apr 03, 2013	Missed 6 games (lower body injury).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	6	TRUE	lower body injury	FALSE	247	0	3	22	2013	4	03	2013	12	lower body	lower body
"1163"	Apr 12, 2013	Missed 2 games (flu).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	2	TRUE	flu	FALSE	248	0	4	07	2013	4	12	2013	5	cold/virus	illness
"2283"	Dec 02, 2013	Missed 6 games (bruised foot).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	6	TRUE	bruised foot	FALSE	249	0	11	20	2013	12	02	2013	12	foot	foot
"2809"	Dec 09, 2014	Missed 26 games (lower body injury).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	26	TRUE	lower body injury	FALSE	250	0	10	07	2014	12	09	2014	63	lower body	lower body
"11672"	Mar 05, 2015	Missed 3 games (concussion).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	3	TRUE	concussion	FALSE	251	0	2	28	2015	3	05	2015	5	concussion	concussion
"12389"	Mar 15, 2015	Missed 2 games (illness).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	2	TRUE	illness	FALSE	252	0	3	12	2015	3	15	2015	3	cold/virus	illness
"13251"	Mar 27, 2015	Missed 4 games (upper body injury).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	4	TRUE	upper body injury	FALSE	253	0	3	18	2015	3	27	2015	9	upper body	upper body
"15838"	Nov 24, 2015	Missed 6 games (upper body injury).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	6	TRUE	upper body injury	FALSE	254	0	11	13	2015	11	24	2015	11	upper body	upper body
"14964"	Nov 12, 2016	Missed 2 games (undisclosed).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	2	TRUE	undisclosed	FALSE	255	0	11	09	2016	11	12	2016	3	undisclosed	undisclosed
"9321"	Jan 30, 2018	Missed 18 games (fractured orbital bone).	BRANDON	DUBINSKY	COLUMBUS	BLUEJACKETS	18	TRUE	fractured orbital bone	FALSE	256	0	12	13	2017	1	30	2018	48	eye	head/neck/face
"4316"	Dec 30, 2009	Missed 7 games (arthroscopic knee surgery).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	7	TRUE	arthroscopic knee surgery	FALSE	257	0	12	16	2009	12	30	2009	14	knee	leg
"12426"	Mar 16, 2010	Missed 13 games (broken right leg).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	13	TRUE	broken right leg	FALSE	258	0	1	31	2010	3	16	2010	44	leg	leg
"222"	Apr 03, 2013	Missed 3 games (upper body injury).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	3	TRUE	upper body injury	FALSE	259	0	3	28	2013	4	03	2013	6	upper body	upper body
"1670"	Apr 21, 2014	Missed the last 6 regular season and first 2 playoff games (lower body injury).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	8	TRUE	lower body injury	TRUE	263	0	4	04	2014	4	21	2014	17	lower body	lower body
"18580"	Oct 31, 2014	Missed 1 game (upper body injury).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	1	TRUE	upper body injury	FALSE	264	0	10	28	2014	10	31	2014	3	upper body	upper body
"5863"	Feb 19, 2015	Missed 1 game (lower body injury).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	1	TRUE	lower body injury	FALSE	265	0	2	17	2015	2	19	2015	2	lower body	lower body
"12164"	Mar 12, 2015	Missed 1 game (illness).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	1	TRUE	illness	FALSE	266	0	3	10	2015	3	12	2015	2	cold/virus	illness
"4265"	Dec 29, 2015	Missed 3 games (undisclosed).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	3	TRUE	undisclosed	FALSE	267	0	12	21	2015	12	29	2015	8	undisclosed	undisclosed
"8732"	Jan 22, 2016	Missed 6 games (upper body injury).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	6	TRUE	upper body injury	FALSE	268	0	1	09	2016	1	22	2016	13	upper body	upper body
"13027"	Mar 24, 2016	Missed 1 game (illness).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	1	TRUE	illness	FALSE	269	0	3	22	2016	3	24	2016	2	cold/virus	illness
"3113"	Dec 13, 2016	Missed 2 games (illness).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	2	TRUE	illness	FALSE	270	0	12	09	2016	12	13	2016	4	cold/virus	illness
"12477"	Mar 16, 2017	Missed 1 game (illness).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	1	TRUE	illness	FALSE	271	0	3	13	2017	3	16	2017	3	cold/virus	illness
"1650"	Apr 20, 2017	Missed the last playoff game (lower body injury).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	0	TRUE	lower body injury	TRUE	272	0	4	20	2017	4	20	2017	0	lower body	lower body
"11293"	Mar 01, 2018	Missed 4 games (lower body injury).	NICK	FOLIGNO	COLUMBUS	BLUEJACKETS	4	TRUE	lower body injury	FALSE	273	0	2	19	2018	3	01	2018	10	lower body	lower body
"8133"	Jan 15, 2016	Missed 20 games (shoulder injury).	MARKUS	HANNIKAINEN	COLUMBUS	BLUEJACKETS	20	TRUE	shoulder injury	FALSE	274	0	11	30	2015	1	15	2016	46	shoulder	upper body
"14552"	Nov 06, 2015	Missed 4 games (upper body injury).	SCOTT	HARRINGTON	COLUMBUS	BLUEJACKETS	4	TRUE	upper body injury	FALSE	275	0	10	30	2015	11	06	2015	7	upper body	upper body
"5247"	Feb 10, 2018	Missed 3 games (illness).	SCOTT	HARRINGTON	COLUMBUS	BLUEJACKETS	3	TRUE	illness	FALSE	276	0	2	03	2018	2	10	2018	7	cold/virus	illness
"15308"	Nov 17, 2013	Missed 9 games (leg injury).	BOONE	JENNER	COLUMBUS	BLUEJACKETS	9	TRUE	leg injury	FALSE	277	0	10	26	2013	11	17	2013	22	leg	leg
"14305"	Nov 03, 2014	Missed 11 games (broken left hand).	BOONE	JENNER	COLUMBUS	BLUEJACKETS	11	TRUE	broken left hand	FALSE	278	0	10	05	2014	11	03	2014	29	hand	arm/hand
