"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"year"	"month"	"day"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"	"InjuryIndicator"	"InjuryStateDate"	"YearsSince2000"
"211.1"	Apr 09, 2015	Missed 16 games (upper body injury).	AL	MONTOYA	EDMONTON	OILERS	2015	4	09	16	TRUE	upper body injury	FALSE	92	0	3	04	2015	4	09	2015	3110400	1425470400	1428580800	NA	NA	AL MONTOYA	1	327	2	1428580800	15.2794520547945
"2532"	Mar 04, 2016	Missed 2 games (head injury).	AL	MONTOYA	EDMONTON	OILERS	2016	3	04	2	TRUE	head injury	FALSE	93	0	3	01	2016	3	04	2016	259200	1456833600	1457092800	head/neck/face	head/neck/face	AL MONTOYA	1	389	1	1456833600	16.1753424657534
"2532.1"	Mar 04, 2016	Missed 2 games (head injury).	AL	MONTOYA	EDMONTON	OILERS	2016	3	04	2	TRUE	head injury	FALSE	94	0	3	01	2016	3	04	2016	259200	1456833600	1457092800	NA	NA	AL MONTOYA	1	389	2	1457092800	16.1835616438356
"183"	Apr 08, 2017	Missed 6 games (lower body injury).	AL	MONTOYA	EDMONTON	OILERS	2017	4	08	6	TRUE	lower body injury	FALSE	95	0	3	28	2017	4	08	2017	950400	1490702400	1491652800	lower body	lower body	AL MONTOYA	1	216	1	1490702400	17.2493150684931
"183.1"	Apr 08, 2017	Missed 6 games (lower body injury).	AL	MONTOYA	EDMONTON	OILERS	2017	4	08	6	TRUE	lower body injury	FALSE	96	0	3	28	2017	4	08	2017	950400	1490702400	1491652800	NA	NA	AL MONTOYA	1	216	2	1491652800	17.2794520547945
"1937"	Jan 06, 2018	Missed 25 games (concussion).	AL	MONTOYA	EDMONTON	OILERS	2018	1	06	25	TRUE	concussion	FALSE	97	0	11	10	2017	1	06	2018	4924800	1510315200	1515240000	concussion	concussion	AL MONTOYA	1	42	1	1510315200	17.8712328767123
"1937.1"	Jan 06, 2018	Missed 25 games (concussion).	AL	MONTOYA	EDMONTON	OILERS	2018	1	06	25	TRUE	concussion	FALSE	98	0	11	10	2017	1	06	2018	4924800	1510315200	1515240000	NA	NA	AL MONTOYA	1	42	2	1515240000	18.027397260274
"1655"	Feb 21, 2018	Missed 3 games (upper body injury).	AL	MONTOYA	EDMONTON	OILERS	2018	2	21	3	TRUE	upper body injury	FALSE	99	0	2	17	2018	2	21	2018	345600	1518868800	1519214400	upper body	upper body	AL MONTOYA	1	NA	1	1518868800	18.1424657534247
"1655.1"	Feb 21, 2018	Missed 3 games (upper body injury).	AL	MONTOYA	EDMONTON	OILERS	2018	2	21	3	TRUE	upper body injury	FALSE	100	0	2	17	2018	2	21	2018	345600	1518868800	1519214400	NA	NA	AL MONTOYA	1	NA	2	1519214400	18.1534246575342
"3591"	Nov 19, 2009	Missed 22 games (ankle injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2009	11	19	22	TRUE	ankle injury	FALSE	101	0	10	06	2009	11	19	2009	3801600	1254830400	1258632000	foot	foot	ALEC MARTINEZ	0	727	1	1254830400	9.76986301369863
"3591.1"	Nov 19, 2009	Missed 22 games (ankle injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2009	11	19	22	TRUE	ankle injury	FALSE	102	0	10	06	2009	11	19	2009	3801600	1254830400	1258632000	NA	NA	ALEC MARTINEZ	0	727	2	1258632000	9.89041095890411
"806"	Dec 08, 2011	Missed 10 games (upper body injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2011	12	08	10	TRUE	upper body injury	FALSE	103	0	11	16	2011	12	08	2011	1900800	1321444800	1323345600	upper body	upper body	ALEC MARTINEZ	1	433	1	1321444800	11.8821917808219
"806.1"	Dec 08, 2011	Missed 10 games (upper body injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2011	12	08	10	TRUE	upper body injury	FALSE	104	0	11	16	2011	12	08	2011	1900800	1321444800	1323345600	NA	NA	ALEC MARTINEZ	1	433	2	1323345600	11.9424657534247
"2484"	Mar 02, 2013	Missed 7 games (upper body injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2013	3	02	7	TRUE	upper body injury	FALSE	105	0	2	13	2013	3	02	2013	1468800	1360756800	1362225600	upper body	upper body	ALEC MARTINEZ	1	331	1	1360756800	13.1287671232877
"2484.1"	Mar 02, 2013	Missed 7 games (upper body injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2013	3	02	7	TRUE	upper body injury	FALSE	106	0	2	13	2013	3	02	2013	1468800	1360756800	1362225600	NA	NA	ALEC MARTINEZ	1	331	2	1362225600	13.1753424657534
"1772"	Feb 27, 2014	Missed 7 games (elbow injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2014	2	27	7	TRUE	elbow injury	FALSE	107	0	1	27	2014	2	27	2014	2678400	1390824000	1393502400	arm/hand	arm/hand	ALEC MARTINEZ	1	260	1	1390824000	14.0821917808219
"1772.1"	Feb 27, 2014	Missed 7 games (elbow injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2014	2	27	7	TRUE	elbow injury	FALSE	108	0	1	27	2014	2	27	2014	2678400	1390824000	1393502400	NA	NA	ALEC MARTINEZ	1	260	2	1393502400	14.1671232876712
"706"	Dec 02, 2014	Missed 7 games (finger surgery).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2014	12	02	7	TRUE	finger surgery	FALSE	109	0	11	14	2014	12	02	2014	1555200	1415966400	1417521600	arm/hand	arm/hand	ALEC MARTINEZ	1	69	1	1415966400	14.8794520547945
"706.1"	Dec 02, 2014	Missed 7 games (finger surgery).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2014	12	02	7	TRUE	finger surgery	FALSE	110	0	11	14	2014	12	02	2014	1555200	1415966400	1417521600	NA	NA	ALEC MARTINEZ	1	69	2	1417521600	14.9287671232877
"2866"	Mar 20, 2015	Missed 18 games (concussion).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2015	3	20	18	TRUE	concussion	FALSE	111	0	2	09	2015	3	20	2015	3369600	1423483200	1426852800	concussion	concussion	ALEC MARTINEZ	1	381	1	1423483200	15.1178082191781
"2866.1"	Mar 20, 2015	Missed 18 games (concussion).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2015	3	20	18	TRUE	concussion	FALSE	112	0	2	09	2015	3	20	2015	3369600	1423483200	1426852800	NA	NA	ALEC MARTINEZ	1	381	2	1426852800	15.2246575342466
"460"	Apr 14, 2016	Missed the last 4 regular season games (undisclosed).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2016	4	14	4	TRUE	undisclosed	TRUE	113	0	4	04	2016	4	14	2016	864000	1459771200	1460635200	undisclosed	undisclosed	ALEC MARTINEZ	1	2	1	1459771200	16.2684931506849
"460.1"	Apr 14, 2016	Missed the last 4 regular season games (undisclosed).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2016	4	14	4	TRUE	undisclosed	TRUE	114	0	4	04	2016	4	14	2016	864000	1459771200	1460635200	NA	NA	ALEC MARTINEZ	1	2	2	1460635200	16.2958904109589
"573"	Apr 22, 2016	Missed the last 4 playoff games (undisclosed).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2016	4	22	4	TRUE	undisclosed	TRUE	115	0	4	16	2016	4	22	2016	518400	1460808000	1461326400	undisclosed	undisclosed	ALEC MARTINEZ	1	531	1	1460808000	16.3013698630137
"573.1"	Apr 22, 2016	Missed the last 4 playoff games (undisclosed).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2016	4	22	4	TRUE	undisclosed	TRUE	116	0	4	16	2016	4	22	2016	518400	1460808000	1461326400	NA	NA	ALEC MARTINEZ	1	531	2	1461326400	16.3178082191781
"3871"	Oct 14, 2017	Missed 3 games (lower body injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2017	10	14	3	TRUE	lower body injury	FALSE	117	0	10	05	2017	10	14	2017	777600	1507204800	1507982400	lower body	lower body	ALEC MARTINEZ	1	112	1	1507204800	17.772602739726
"3871.1"	Oct 14, 2017	Missed 3 games (lower body injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2017	10	14	3	TRUE	lower body injury	FALSE	118	0	10	05	2017	10	14	2017	777600	1507204800	1507982400	NA	NA	ALEC MARTINEZ	1	112	2	1507982400	17.7972602739726
"1451"	Feb 09, 2018	Missed 2 games (lower body injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2018	2	09	2	TRUE	lower body injury	FALSE	119	0	2	03	2018	2	09	2018	518400	1517659200	1518177600	lower body	lower body	ALEC MARTINEZ	1	NA	1	1517659200	18.1041095890411
"1451.1"	Feb 09, 2018	Missed 2 games (lower body injury).	ALEC	MARTINEZ	LOS ANGELES	KINGS	2018	2	09	2	TRUE	lower body injury	FALSE	120	0	2	03	2018	2	09	2018	518400	1517659200	1518177600	NA	NA	ALEC MARTINEZ	1	NA	2	1518177600	18.1205479452055
"1291"	Feb 01, 2014	Missed 4 games (knee injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2014	2	01	4	TRUE	knee injury	FALSE	121	0	1	24	2014	2	01	2014	691200	1390564800	1391256000	leg	leg	ALEKSANDER BARKOV	0	23	1	1390564800	14.0739726027397
"1291.1"	Feb 01, 2014	Missed 4 games (knee injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2014	2	01	4	TRUE	knee injury	FALSE	122	0	1	24	2014	2	01	2014	691200	1390564800	1391256000	NA	NA	ALEKSANDER BARKOV	0	23	2	1391256000	14.0958904109589
"401"	Apr 12, 2014	Missed the last 24 regular season games (knee injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2014	4	12	24	TRUE	knee injury	TRUE	123	0	2	24	2014	4	12	2014	4060800	1393243200	1397304000	leg	leg	ALEKSANDER BARKOV	1	203	1	1393243200	14.158904109589
"401.1"	Apr 12, 2014	Missed the last 24 regular season games (knee injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2014	4	12	24	TRUE	knee injury	TRUE	124	0	2	24	2014	4	12	2014	4060800	1393243200	1397304000	NA	NA	ALEKSANDER BARKOV	1	203	2	1397304000	14.2876712328767
"3342"	Nov 06, 2014	Missed 2 games (lower body injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2014	11	06	2	TRUE	lower body injury	FALSE	125	0	11	01	2014	11	06	2014	432000	1414843200	1415275200	lower body	lower body	ALEKSANDER BARKOV	1	12	1	1414843200	14.8438356164384
"3342.1"	Nov 06, 2014	Missed 2 games (lower body injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2014	11	06	2	TRUE	lower body injury	FALSE	126	0	11	01	2014	11	06	2014	432000	1414843200	1415275200	NA	NA	ALEKSANDER BARKOV	1	12	2	1415275200	14.8575342465753
"3618"	Nov 20, 2014	Missed 1 game (illness).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2014	11	20	1	TRUE	illness	FALSE	127	0	11	18	2014	11	20	2014	172800	1416312000	1416484800	illness	illness	ALEKSANDER BARKOV	1	12	1	1416312000	14.8904109589041
"3618.1"	Nov 20, 2014	Missed 1 game (illness).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2014	11	20	1	TRUE	illness	FALSE	128	0	11	18	2014	11	20	2014	172800	1416312000	1416484800	NA	NA	ALEKSANDER BARKOV	1	12	2	1416484800	14.8958904109589
"964"	Dec 16, 2014	Missed 6 games (hand injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2014	12	16	6	TRUE	hand injury	FALSE	129	0	12	02	2014	12	16	2014	1209600	1417521600	1418731200	arm/hand	arm/hand	ALEKSANDER BARKOV	1	24	1	1417521600	14.9287671232877
"964.1"	Dec 16, 2014	Missed 6 games (hand injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2014	12	16	6	TRUE	hand injury	FALSE	130	0	12	02	2014	12	16	2014	1209600	1417521600	1418731200	NA	NA	ALEKSANDER BARKOV	1	24	2	1418731200	14.9671232876712
"2060"	Jan 13, 2015	Missed 2 games (flu).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2015	1	13	2	TRUE	flu	FALSE	131	0	1	09	2015	1	13	2015	345600	1420804800	1421150400	illness	illness	ALEKSANDER BARKOV	1	283	1	1420804800	15.0328767123288
"2060.1"	Jan 13, 2015	Missed 2 games (flu).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2015	1	13	2	TRUE	flu	FALSE	132	0	1	09	2015	1	13	2015	345600	1420804800	1421150400	NA	NA	ALEKSANDER BARKOV	1	283	2	1421150400	15.0438356164384
"3547"	Nov 16, 2015	Missed 10 games (wrist injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2015	11	16	10	TRUE	wrist injury	FALSE	133	0	10	23	2015	11	16	2015	2073600	1445601600	1447675200	arm/hand	arm/hand	ALEKSANDER BARKOV	1	85	1	1445601600	15.8191780821918
"3547.1"	Nov 16, 2015	Missed 10 games (wrist injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2015	11	16	10	TRUE	wrist injury	FALSE	134	0	10	23	2015	11	16	2015	2073600	1445601600	1447675200	NA	NA	ALEKSANDER BARKOV	1	85	2	1447675200	15.8849315068493
"1730"	Feb 25, 2016	Missed 6 games (upper body injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2016	2	25	6	TRUE	upper body injury	FALSE	135	0	2	09	2016	2	25	2016	1382400	1455019200	1456401600	upper body	upper body	ALEKSANDER BARKOV	1	308	1	1455019200	16.1178082191781
"1730.1"	Feb 25, 2016	Missed 6 games (upper body injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2016	2	25	6	TRUE	upper body injury	FALSE	136	0	2	09	2016	2	25	2016	1382400	1455019200	1456401600	NA	NA	ALEKSANDER BARKOV	1	308	2	1456401600	16.1616438356164
"1345"	Feb 03, 2017	Missed 15 games (back injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2017	2	03	15	TRUE	back injury	FALSE	137	0	12	29	2016	2	03	2017	3110400	1483012800	1486123200	mid body	mid body	ALEKSANDER BARKOV	1	55	1	1483012800	17.0054794520548
"1345.1"	Feb 03, 2017	Missed 15 games (back injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2017	2	03	15	TRUE	back injury	FALSE	138	0	12	29	2016	2	03	2017	3110400	1483012800	1486123200	NA	NA	ALEKSANDER BARKOV	1	55	2	1486123200	17.1041095890411
"296"	Apr 09, 2017	Missed the last 6 regular season games (upper body injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2017	4	09	6	TRUE	upper body injury	TRUE	139	0	3	30	2017	4	09	2017	864000	1490875200	1491739200	upper body	upper body	ALEKSANDER BARKOV	1	243	1	1490875200	17.2547945205479
"296.1"	Apr 09, 2017	Missed the last 6 regular season games (upper body injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2017	4	09	6	TRUE	upper body injury	TRUE	140	0	3	30	2017	4	09	2017	864000	1490875200	1491739200	NA	NA	ALEKSANDER BARKOV	1	243	2	1491739200	17.2821917808219
"874"	Dec 11, 2017	Missed 1 game (upper body injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2017	12	11	1	TRUE	upper body injury	FALSE	141	0	12	08	2017	12	11	2017	259200	1512734400	1512993600	upper body	upper body	ALEKSANDER BARKOV	1	NA	1	1512734400	17.9479452054795
"874.1"	Dec 11, 2017	Missed 1 game (upper body injury).	ALEKSANDER	BARKOV	FLORIDA	PANTHERS	2017	12	11	1	TRUE	upper body injury	FALSE	142	0	12	08	2017	12	11	2017	259200	1512734400	1512993600	NA	NA	ALEKSANDER BARKOV	1	NA	2	1512993600	17.9561643835616
"2848"	Mar 19, 2016	Missed 2 games (upper body injury).	ALEX	BIEGA	VANCOUVER	CANUCKS	2016	3	19	2	TRUE	upper body injury	FALSE	143	0	3	15	2016	3	19	2016	345600	1458043200	1458388800	upper body	upper body	ALEX BIEGA	0	NA	1	1458043200	16.213698630137
"2848.1"	Mar 19, 2016	Missed 2 games (upper body injury).	ALEX	BIEGA	VANCOUVER	CANUCKS	2016	3	19	2	TRUE	upper body injury	FALSE	144	0	3	15	2016	3	19	2016	345600	1458043200	1458388800	NA	NA	ALEX BIEGA	0	NA	2	1458388800	16.2246575342466
"652"	Apr 27, 2013	Missed the last 6 regular season games (shoulder injury).	ALEX	CHIASSON	WASHINGTON	CAPITALS	2013	4	27	6	TRUE	shoulder injury	TRUE	145	0	4	18	2013	4	27	2013	777600	1366286400	1367064000	upper body	upper body	ALEX CHIASSON	0	240	1	1366286400	13.3041095890411
"652.1"	Apr 27, 2013	Missed the last 6 regular season games (shoulder injury).	ALEX	CHIASSON	WASHINGTON	CAPITALS	2013	4	27	6	TRUE	shoulder injury	TRUE	146	0	4	18	2013	4	27	2013	777600	1366286400	1367064000	NA	NA	ALEX CHIASSON	0	240	2	1367064000	13.3287671232877
"1194"	Dec 28, 2013	Missed 2 games (flu).	ALEX	CHIASSON	WASHINGTON	CAPITALS	2013	12	28	2	TRUE	flu	FALSE	147	0	12	23	2013	12	28	2013	432000	1387800000	1388232000	illness	illness	ALEX CHIASSON	1	311	1	1387800000	13.986301369863
"1194.1"	Dec 28, 2013	Missed 2 games (flu).	ALEX	CHIASSON	WASHINGTON	CAPITALS	2013	12	28	2	TRUE	flu	FALSE	148	0	12	23	2013	12	28	2013	432000	1387800000	1388232000	NA	NA	ALEX CHIASSON	1	311	2	1388232000	14
"3340"	Nov 06, 2014	Missed 1 game (foot injury).	ALEX	CHIASSON	WASHINGTON	CAPITALS	2014	11	06	1	TRUE	foot injury	FALSE	149	0	11	04	2014	11	06	2014	172800	1415102400	1415275200	foot	foot	ALEX CHIASSON	1	2	1	1415102400	14.8520547945205
"3340.1"	Nov 06, 2014	Missed 1 game (foot injury).	ALEX	CHIASSON	WASHINGTON	CAPITALS	2014	11	06	1	TRUE	foot injury	FALSE	150	0	11	04	2014	11	06	2014	172800	1415102400	1415275200	NA	NA	ALEX CHIASSON	1	2	2	1415275200	14.8575342465753
"3440"	Nov 11, 2014	Missed 2 games (lower body injury).	ALEX	CHIASSON	WASHINGTON	CAPITALS	2014	11	11	2	TRUE	lower body injury	FALSE	151	0	11	08	2014	11	11	2014	259200	1415448000	1415707200	lower body	lower body	ALEX CHIASSON	1	80	1	1415448000	14.8630136986301
"3440.1"	Nov 11, 2014	Missed 2 games (lower body injury).	ALEX	CHIASSON	WASHINGTON	CAPITALS	2014	11	11	2	TRUE	lower body injury	FALSE	152	0	11	08	2014	11	11	2014	259200	1415448000	1415707200	NA	NA	ALEX CHIASSON	1	80	2	1415707200	14.8712328767123
"1415"	Feb 07, 2015	Missed 3 games (undisclosed).	ALEX	CHIASSON	WASHINGTON	CAPITALS	2015	2	07	3	TRUE	undisclosed	FALSE	153	0	1	30	2015	2	07	2015	691200	1422619200	1423310400	undisclosed	undisclosed	ALEX CHIASSON	1	NA	1	1422619200	15.0904109589041
"1415.1"	Feb 07, 2015	Missed 3 games (undisclosed).	ALEX	CHIASSON	WASHINGTON	CAPITALS	2015	2	07	3	TRUE	undisclosed	FALSE	154	0	1	30	2015	2	07	2015	691200	1422619200	1423310400	NA	NA	ALEX CHIASSON	1	NA	2	1423310400	15.1123287671233
"1748"	Feb 26, 2014	Missed 15 games (broken hand).	ALEX	GALCHENYUK	MONTREAL	CANADIENS	2014	2	26	15	TRUE	broken hand	FALSE	155	0	1	07	2014	2	26	2014	4320000	1389096000	1393416000	arm/hand	arm/hand	ALEX GALCHENYUK	0	43	1	1389096000	14.027397260274
"1748.1"	Feb 26, 2014	Missed 15 games (broken hand).	ALEX	GALCHENYUK	MONTREAL	CANADIENS	2014	2	26	15	TRUE	broken hand	FALSE	156	0	1	07	2014	2	26	2014	4320000	1389096000	1393416000	NA	NA	ALEX GALCHENYUK	0	43	2	1393416000	14.1643835616438
"3198"	May 19, 2014	Missed the last 2 regular season and first 12 playoff games (lower body injury).	ALEX	GALCHENYUK	MONTREAL	CANADIENS	2014	5	19	14	TRUE	lower body injury	TRUE	157	0	4	10	2014	5	19	2014	3369600	1397131200	1400500800	lower body	lower body	ALEX GALCHENYUK	1	276	1	1397131200	14.2821917808219
"3198.1"	May 19, 2014	Missed the last 2 regular season and first 12 playoff games (lower body injury).	ALEX	GALCHENYUK	MONTREAL	CANADIENS	2014	5	19	14	TRUE	lower body injury	TRUE	158	0	4	10	2014	5	19	2014	3369600	1397131200	1400500800	NA	NA	ALEX GALCHENYUK	1	276	2	1400500800	14.3890410958904
"1703"	Feb 24, 2015	Missed 2 games (flu).	ALEX	GALCHENYUK	MONTREAL	CANADIENS	2015	2	24	2	TRUE	flu	FALSE	159	0	2	19	2015	2	24	2015	432000	1424347200	1424779200	illness	illness	ALEX GALCHENYUK	1	650	1	1424347200	15.1452054794521
"1703.1"	Feb 24, 2015	Missed 2 games (flu).	ALEX	GALCHENYUK	MONTREAL	CANADIENS	2015	2	24	2	TRUE	flu	FALSE	160	0	2	19	2015	2	24	2015	432000	1424347200	1424779200	NA	NA	ALEX GALCHENYUK	1	650	2	1424779200	15.158904109589
"2084"	Jan 14, 2017	Missed 18 games (lower body injury).	ALEX	GALCHENYUK	MONTREAL	CANADIENS	2017	1	14	18	TRUE	lower body injury	FALSE	161	0	12	05	2016	1	14	2017	3456000	1480939200	1484395200	lower body	lower body	ALEX GALCHENYUK	1	9	1	1480939200	16.9397260273973
"2084.1"	Jan 14, 2017	Missed 18 games (lower body injury).	ALEX	GALCHENYUK	MONTREAL	CANADIENS	2017	1	14	18	TRUE	lower body injury	FALSE	162	0	12	05	2016	1	14	2017	3456000	1480939200	1484395200	NA	NA	ALEX GALCHENYUK	1	9	2	1484395200	17.0493150684932
"1293"	Feb 01, 2017	Missed 3 games (knee injury).	ALEX	GALCHENYUK	MONTREAL	CANADIENS	2017	2	01	3	TRUE	knee injury	FALSE	163	0	1	23	2017	2	01	2017	777600	1485172800	1485950400	leg	leg	ALEX GALCHENYUK	1	NA	1	1485172800	17.0739726027397
"1293.1"	Feb 01, 2017	Missed 3 games (knee injury).	ALEX	GALCHENYUK	MONTREAL	CANADIENS	2017	2	01	3	TRUE	knee injury	FALSE	164	0	1	23	2017	2	01	2017	777600	1485172800	1485950400	NA	NA	ALEX GALCHENYUK	1	NA	2	1485950400	17.0986301369863
"2414"	Jan 31, 2009	Missed 3 games (illness).	ALEX	GOLIGOSKI	ARIZONA	COYOTES	2009	1	31	3	TRUE	illness	FALSE	165	0	1	20	2009	1	31	2009	950400	1232452800	1233403200	illness	illness	ALEX GOLIGOSKI	0	289	1	1232452800	9.06027397260274
"2414.1"	Jan 31, 2009	Missed 3 games (illness).	ALEX	GOLIGOSKI	ARIZONA	COYOTES	2009	1	31	3	TRUE	illness	FALSE	166	0	1	20	2009	1	31	2009	950400	1232452800	1233403200	NA	NA	ALEX GOLIGOSKI	0	289	2	1233403200	9.09041095890411
"3761"	Nov 28, 2009	Missed 6 games (left leg injury).	ALEX	GOLIGOSKI	ARIZONA	COYOTES	2009	11	28	6	TRUE	left leg injury	FALSE	167	0	11	16	2009	11	28	2009	1036800	1258372800	1259409600	leg	leg	ALEX GOLIGOSKI	1	2	1	1258372800	9.88219178082192
"3761.1"	Nov 28, 2009	Missed 6 games (left leg injury).	ALEX	GOLIGOSKI	ARIZONA	COYOTES	2009	11	28	6	TRUE	left leg injury	FALSE	168	0	11	16	2009	11	28	2009	1036800	1258372800	1259409600	NA	NA	ALEX GOLIGOSKI	1	2	2	1259409600	9.91506849315068
"845"	Dec 10, 2009	Missed 4 games (undisclosed).	ALEX	GOLIGOSKI	ARIZONA	COYOTES	2009	12	10	4	TRUE	undisclosed	FALSE	169	0	11	30	2009	12	10	2009	864000	1259582400	1260446400	undisclosed	undisclosed	ALEX GOLIGOSKI	1	46	1	1259582400	9.92054794520548
"845.1"	Dec 10, 2009	Missed 4 games (undisclosed).	ALEX	GOLIGOSKI	ARIZONA	COYOTES	2009	12	10	4	TRUE	undisclosed	FALSE	170	0	11	30	2009	12	10	2009	864000	1259582400	1260446400	NA	NA	ALEX GOLIGOSKI	1	46	2	1260446400	9.94794520547945
"2416"	Jan 31, 2010	Missed 2 games (undisclosed).	ALEX	GOLIGOSKI	ARIZONA	COYOTES	2010	1	31	2	TRUE	undisclosed	FALSE	171	0	1	25	2010	1	31	2010	518400	1264420800	1264939200	undisclosed	undisclosed	ALEX GOLIGOSKI	1	649	1	1264420800	10.0739726027397
"2416.1"	Jan 31, 2010	Missed 2 games (undisclosed).	ALEX	GOLIGOSKI	ARIZONA	COYOTES	2010	1	31	2	TRUE	undisclosed	FALSE	172	0	1	25	2010	1	31	2010	518400	1264420800	1264939200	NA	NA	ALEX GOLIGOSKI	1	649	2	1264939200	10.0904109589041
"807"	Dec 08, 2011	Missed 11 games (broken thumb).	ALEX	GOLIGOSKI	ARIZONA	COYOTES	2011	12	08	11	TRUE	broken thumb	FALSE	173	0	11	11	2011	12	08	2011	2332800	1321012800	1323345600	arm/hand	arm/hand	ALEX GOLIGOSKI	1	2240	1	1321012800	11.8684931506849
"807.1"	Dec 08, 2011	Missed 11 games (broken thumb).	ALEX	GOLIGOSKI	ARIZONA	COYOTES	2011	12	08	11	TRUE	broken thumb	FALSE	174	0	11	11	2011	12	08	2011	2332800	1321012800	1323345600	NA	NA	ALEX GOLIGOSKI	1	2240	2	1323345600	11.9424657534247
"1294"	Feb 01, 2018	Missed 1 game (illness).	ALEX	GOLIGOSKI	ARIZONA	COYOTES	2018	2	01	1	TRUE	illness	FALSE	175	0	1	25	2018	2	01	2018	604800	1516881600	1517486400	illness	illness	ALEX GOLIGOSKI	1	NA	1	1516881600	18.0794520547945
"1294.1"	Feb 01, 2018	Missed 1 game (illness).	ALEX	GOLIGOSKI	ARIZONA	COYOTES	2018	2	01	1	TRUE	illness	FALSE	176	0	1	25	2018	2	01	2018	604800	1516881600	1517486400	NA	NA	ALEX GOLIGOSKI	1	NA	2	1517486400	18.0986301369863
"4062"	Oct 28, 2014	Missed 4 games (upper body injury).	ALEX	KILLORN	TAMPA BAY	LIGHTNING	2014	10	28	4	TRUE	upper body injury	FALSE	177	0	10	20	2014	10	28	2014	691200	1413806400	1414497600	upper body	upper body	ALEX KILLORN	0	9	1	1413806400	14.8109589041096
"4062.1"	Oct 28, 2014	Missed 4 games (upper body injury).	ALEX	KILLORN	TAMPA BAY	LIGHTNING	2014	10	28	4	TRUE	upper body injury	FALSE	178	0	10	20	2014	10	28	2014	691200	1413806400	1414497600	NA	NA	ALEX KILLORN	0	9	2	1414497600	14.8328767123288
"3487"	Nov 13, 2014	Missed 4 games (upper body injury).	ALEX	KILLORN	TAMPA BAY	LIGHTNING	2014	11	13	4	TRUE	upper body injury	FALSE	179	0	11	06	2014	11	13	2014	604800	1415275200	1415880000	upper body	upper body	ALEX KILLORN	1	142	1	1415275200	14.8575342465753
"3487.1"	Nov 13, 2014	Missed 4 games (upper body injury).	ALEX	KILLORN	TAMPA BAY	LIGHTNING	2014	11	13	4	TRUE	upper body injury	FALSE	180	0	11	06	2014	11	13	2014	604800	1415275200	1415880000	NA	NA	ALEX KILLORN	1	142	2	1415880000	14.8767123287671
"500"	Apr 16, 2015	Missed the last 3 regular season games (undisclosed).	ALEX	KILLORN	TAMPA BAY	LIGHTNING	2015	4	16	3	TRUE	undisclosed	TRUE	181	0	4	04	2015	4	16	2015	1036800	1428148800	1429185600	undisclosed	undisclosed	ALEX KILLORN	1	182	1	1428148800	15.2657534246575
