"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"
"1170"	Apr 12, 2014	Missed the last 13 regular season games (ankle injury).	NAIL	YAKUPOV	COLORADO	AVALANCHE	13	TRUE	ankle injury	TRUE	108	0	3	18	2014	4	12	2014	25	1395144000	1397304000	ankle	foot	NAIL YAKUPOV	1	318
"6803"	Feb 28, 2015	Missed 1 game (groin).	NAIL	YAKUPOV	COLORADO	AVALANCHE	1	TRUE	groin	FALSE	109	0	2	24	2015	2	28	2015	4	1424779200	1425124800	groin	lower body	NAIL YAKUPOV	1	271
"8039"	Jan 14, 2016	Missed 22 games (ankle injury).	NAIL	YAKUPOV	COLORADO	AVALANCHE	22	TRUE	ankle injury	FALSE	110	0	11	26	2015	1	14	2016	49	1448539200	1452772800	ankle	foot	NAIL YAKUPOV	1	354
"7430"	Jan 07, 2017	Missed 2 games (illness).	NAIL	YAKUPOV	COLORADO	AVALANCHE	2	TRUE	illness	FALSE	111	0	1	02	2017	1	07	2017	5	1483358400	1483790400	cold/virus	illness	NAIL YAKUPOV	1	85
"13759"	May 07, 2017	Missed the last 5 regular season and all 11 playoff games (lower body injury).	NAIL	YAKUPOV	COLORADO	AVALANCHE	16	TRUE	lower body injury	TRUE	112	0	4	02	2017	5	07	2017	35	1491134400	1494158400	lower body	lower body	NAIL YAKUPOV	1	218
"3359"	Dec 16, 2017	Missed 3 games (illness).	NAIL	YAKUPOV	COLORADO	AVALANCHE	3	TRUE	illness	FALSE	113	0	12	11	2017	12	16	2017	5	1512993600	1513425600	cold/virus	illness	NAIL YAKUPOV	1	NA
"17731"	Oct 19, 2013	Missed 9 games (finger injury).	NIKITA	ZADOROV	COLORADO	AVALANCHE	9	TRUE	finger injury	FALSE	114	0	10	01	2013	10	19	2013	18	1380628800	1382184000	finger	arm/hand	NIKITA ZADOROV	0	896
"427"	Apr 05, 2016	Missed 1 game (concussion).	NIKITA	ZADOROV	COLORADO	AVALANCHE	1	TRUE	concussion	FALSE	115	0	4	02	2016	4	05	2016	3	1459598400	1459857600	concussion	concussion	NIKITA ZADOROV	1	321
"885"	Apr 09, 2017	Missed the last 25 regular season games (fractured ankle).	NIKITA	ZADOROV	COLORADO	AVALANCHE	25	TRUE	fractured ankle	TRUE	116	0	2	20	2017	4	09	2017	48	1487592000	1491739200	ankle	foot	NIKITA ZADOROV	1	NA
"12788"	Mar 21, 2012	Missed 2 games (upper body injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	2	TRUE	upper body injury	FALSE	117	0	3	17	2012	3	21	2012	4	1331985600	1332331200	upper body	upper body	ARTEM ANISIMOV	0	332
"5993"	Feb 21, 2013	Missed 2 games (right foot injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	2	TRUE	right foot injury	FALSE	118	0	2	16	2013	2	21	2013	5	1361016000	1361448000	foot	foot	ARTEM ANISIMOV	1	2
"11231"	Mar 01, 2013	Missed 3 games (head injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	3	TRUE	head injury	FALSE	119	0	2	23	2013	3	01	2013	6	1361620800	1362139200	head	head/neck/face	ARTEM ANISIMOV	1	8
"12296"	Mar 14, 2013	Missed 3 games (lower body injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	3	TRUE	lower body injury	FALSE	120	0	3	09	2013	3	14	2013	5	1362830400	1363262400	lower body	lower body	ARTEM ANISIMOV	1	32
"1895"	Apr 27, 2013	Missed 5 games (head injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	5	TRUE	head injury	FALSE	121	0	4	15	2013	4	27	2013	12	1366027200	1367064000	head	head/neck/face	ARTEM ANISIMOV	1	550
"15164"	Nov 15, 2014	Missed 7 games (concussion).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	7	TRUE	concussion	FALSE	122	0	10	29	2014	11	15	2014	17	1414584000	1416052800	concussion	concussion	ARTEM ANISIMOV	1	16
"9234"	Jan 29, 2015	Missed 23 games (triceps injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	23	TRUE	triceps injury	FALSE	123	0	12	01	2014	1	29	2015	59	1417435200	1422532800	muscle	other	ARTEM ANISIMOV	1	348
"8036"	Jan 14, 2016	Missed 1 game (illness).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	124	0	1	12	2016	1	14	2016	2	1452600000	1452772800	cold/virus	illness	ARTEM ANISIMOV	1	73
"13572"	Mar 31, 2016	Missed 2 games (lower body injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	2	TRUE	lower body injury	FALSE	125	0	3	27	2016	3	31	2016	4	1459080000	1459425600	lower body	lower body	ARTEM ANISIMOV	1	6
"1196"	Apr 12, 2016	Missed the last 2 regular season games (upper body injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	2	TRUE	upper body injury	TRUE	126	0	4	06	2016	4	12	2016	6	1459944000	1460462400	upper body	upper body	ARTEM ANISIMOV	1	212
"15035"	Nov 13, 2016	Missed 1 game (upper body injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	1	TRUE	upper body injury	FALSE	127	0	11	10	2016	11	13	2016	3	1478779200	1479038400	upper body	upper body	ARTEM ANISIMOV	1	35
"4075"	Dec 27, 2016	Missed 3 games (upper body injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	3	TRUE	upper body injury	FALSE	128	0	12	18	2016	12	27	2016	9	1482062400	1482840000	upper body	upper body	ARTEM ANISIMOV	1	65
"11595"	Mar 04, 2017	Missed 1 game (lower body injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	1	TRUE	lower body injury	FALSE	129	0	3	02	2017	3	04	2017	2	1488456000	1488628800	lower body	lower body	ARTEM ANISIMOV	1	11
"1301"	Apr 13, 2017	Missed the last 13 regular season games (lower body injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	13	TRUE	lower body injury	TRUE	130	0	3	15	2017	4	13	2017	29	1489579200	1492084800	lower body	lower body	ARTEM ANISIMOV	1	260
"8755"	Jan 22, 2018	Missed 10 games (upper body injury).	ARTEM	ANISIMOV	CHICAGO	BLACKHAWKS	10	TRUE	upper body injury	FALSE	131	0	12	29	2017	1	22	2018	24	1514548800	1516622400	upper body	upper body	ARTEM ANISIMOV	1	NA
"8731"	Jan 22, 2016	Missed 22 games (lower body injury).	J.F.	BERUBE	CHICAGO	BLACKHAWKS	22	TRUE	lower body injury	FALSE	132	0	11	28	2015	1	22	2016	55	1448712000	1453464000	lower body	lower body	J.F. BERUBE	0	73
"1352"	Apr 14, 2016	Missed the last 5 regular season games (lower body injury).	J.F.	BERUBE	CHICAGO	BLACKHAWKS	5	TRUE	lower body injury	TRUE	133	0	4	04	2016	4	14	2016	10	1459771200	1460635200	lower body	lower body	J.F. BERUBE	1	NA
"3503"	Dec 18, 2015	Missed 1 game (illness).	ANTHONY	DUCLAIR	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	134	0	12	17	2015	12	18	2015	1	1450353600	1450440000	cold/virus	illness	ANTHONY DUCLAIR	0	NA
"8311"	Jan 17, 2016	Missed 2 games (lower body injury).	ERIK	GUSTAFSSON	CHICAGO	BLACKHAWKS	2	TRUE	lower body injury	FALSE	135	0	1	14	2016	1	17	2016	3	1452772800	1453032000	lower body	lower body	ERIK GUSTAFSSON	0	NA
"15493"	Nov 19, 2016	Missed 1 game (upper body injury).	VINNIE	HINOSTROZA	CHICAGO	BLACKHAWKS	1	TRUE	upper body injury	FALSE	136	0	11	18	2016	11	19	2016	1	1479470400	1479556800	upper body	upper body	VINNIE HINOSTROZA	0	NA
"13165"	Mar 26, 2014	Missed 7 games (rib injury).	TOMAS	JURCO	CHICAGO	BLACKHAWKS	7	TRUE	rib injury	FALSE	137	0	3	12	2014	3	26	2014	14	1394625600	1395835200	rib	mid body	TOMAS JURCO	0	287
"9192"	Jan 28, 2015	Missed 8 games (back injury).	TOMAS	JURCO	CHICAGO	BLACKHAWKS	8	TRUE	back injury	FALSE	138	0	1	07	2015	1	28	2015	21	1420632000	1422446400	back	mid body	TOMAS JURCO	1	45
"12387"	Mar 15, 2015	Missed 1 game (facial injury).	TOMAS	JURCO	CHICAGO	BLACKHAWKS	1	TRUE	facial injury	FALSE	139	0	3	14	2015	3	15	2015	1	1426334400	1426420800	face	head/neck/face	TOMAS JURCO	1	18
"1077"	Apr 11, 2015	Missed 5 games (upper body injury).	TOMAS	JURCO	CHICAGO	BLACKHAWKS	5	TRUE	upper body injury	FALSE	140	0	4	02	2015	4	11	2015	9	1427976000	1428753600	upper body	upper body	TOMAS JURCO	1	266
"7322"	Jan 06, 2016	Missed 2 games (upper body injury).	TOMAS	JURCO	CHICAGO	BLACKHAWKS	2	TRUE	upper body injury	FALSE	141	0	1	02	2016	1	06	2016	4	1451736000	1452081600	upper body	upper body	TOMAS JURCO	1	276
"16184"	Nov 28, 2016	Missed 22 games (back injury).	TOMAS	JURCO	CHICAGO	BLACKHAWKS	22	TRUE	back injury	FALSE	142	0	10	08	2016	11	28	2016	51	1475928000	1480334400	back	mid body	TOMAS JURCO	1	NA
"7469"	Jan 08, 2009	Missed 2 games (sprained right ankle).	PATRICK	KANE	CHICAGO	BLACKHAWKS	2	TRUE	sprained right ankle	FALSE	143	0	1	04	2009	1	08	2009	4	1231070400	1231416000	ankle	foot	PATRICK KANE	0	102
"1702"	Apr 22, 2009	Missed 1 game (flu).	PATRICK	KANE	CHICAGO	BLACKHAWKS	1	TRUE	flu	FALSE	144	0	4	20	2009	4	22	2009	2	1240228800	1240401600	cold/virus	illness	PATRICK KANE	1	541
"17547"	Oct 16, 2010	Missed 1 game (illness).	PATRICK	KANE	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	145	0	10	15	2010	10	16	2010	1	1287144000	1287230400	cold/virus	illness	PATRICK KANE	1	53
"4118"	Dec 28, 2010	Missed 8 games (left leg injury).	PATRICK	KANE	CHICAGO	BLACKHAWKS	8	TRUE	left leg injury	FALSE	146	0	12	08	2010	12	28	2010	20	1291809600	1293537600	leg	leg	PATRICK KANE	1	1178
"1498"	Apr 17, 2014	Missed the last 12 regular season games (left leg injury).	PATRICK	KANE	CHICAGO	BLACKHAWKS	12	TRUE	left leg injury	TRUE	147	0	3	20	2014	4	17	2014	28	1395316800	1397736000	leg	leg	PATRICK KANE	1	314
"1346"	Apr 14, 2015	Missed the last 21 regular season games (left clavicle injury).	PATRICK	KANE	CHICAGO	BLACKHAWKS	21	TRUE	left clavicle injury	TRUE	148	0	2	25	2015	4	14	2015	48	1424865600	1429012800	collarbone	mid body	PATRICK KANE	1	NA
"9161"	Jan 28, 2009	Missed 4 games (consussion).	DUNCAN	KEITH	CHICAGO	BLACKHAWKS	4	TRUE	consussion	FALSE	149	0	1	16	2009	1	28	2009	12	1232107200	1233144000	concussion	concussion	DUNCAN KEITH	0	1009
"14647"	Nov 08, 2011	Missed 3 games (left hand injury).	DUNCAN	KEITH	CHICAGO	BLACKHAWKS	3	TRUE	left hand injury	FALSE	150	0	11	03	2011	11	08	2011	5	1320321600	1320753600	hand	arm/hand	DUNCAN KEITH	1	807
"8932"	Jan 25, 2014	Missed 1 game (illness).	DUNCAN	KEITH	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	151	0	1	23	2014	1	25	2014	2	1390478400	1390651200	cold/virus	illness	DUNCAN KEITH	1	325
"3664"	Dec 20, 2014	Missed 1 game (illness).	DUNCAN	KEITH	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	152	0	12	16	2014	12	20	2014	4	1418731200	1419076800	cold/virus	illness	DUNCAN KEITH	1	304
"15028"	Nov 13, 2015	Missed 10 games (right knee injury).	DUNCAN	KEITH	CHICAGO	BLACKHAWKS	10	TRUE	right knee injury	FALSE	153	0	10	20	2015	11	13	2015	24	1445342400	1447416000	knee	leg	DUNCAN KEITH	1	NA
"2587"	Dec 06, 2014	Missed 2 games (upper body injury).	CONNOR	MURPHY	CHICAGO	BLACKHAWKS	2	TRUE	upper body injury	FALSE	154	0	12	02	2014	12	06	2014	4	1417521600	1417867200	upper body	upper body	CONNOR MURPHY	0	66
"5442"	Feb 13, 2015	Missed 1 game (illness).	CONNOR	MURPHY	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	155	0	2	10	2015	2	13	2015	3	1423569600	1423828800	cold/virus	illness	CONNOR MURPHY	1	256
"18505"	Oct 30, 2015	Missed 1 game (lower body injury).	CONNOR	MURPHY	CHICAGO	BLACKHAWKS	1	TRUE	lower body injury	FALSE	156	0	10	27	2015	10	30	2015	3	1445947200	1446206400	lower body	lower body	CONNOR MURPHY	1	409
"3433"	Dec 17, 2016	Missed 3 games (upper body injury).	CONNOR	MURPHY	CHICAGO	BLACKHAWKS	3	TRUE	upper body injury	FALSE	157	0	12	12	2016	12	17	2016	5	1481544000	1481976000	upper body	upper body	CONNOR MURPHY	1	NA
"3900"	Dec 23, 2017	Missed 3 games (upper body injury).	JAN	RUTTA	CHICAGO	BLACKHAWKS	3	TRUE	upper body injury	FALSE	158	0	12	14	2017	12	23	2017	9	1513252800	1514030400	upper body	upper body	JAN RUTTA	0	47
"6201"	Feb 23, 2018	Missed 8 games (undisclosed).	JAN	RUTTA	CHICAGO	BLACKHAWKS	8	TRUE	undisclosed	FALSE	159	0	2	08	2018	2	23	2018	15	1518091200	1519387200	undisclosed	undisclosed	JAN RUTTA	1	NA
"12941"	Mar 23, 2014	Missed 3 games (upper body injury).	BRANDON	SAAD	CHICAGO	BLACKHAWKS	3	TRUE	upper body injury	FALSE	160	0	3	17	2014	3	23	2014	6	1395057600	1395576000	upper body	upper body	BRANDON SAAD	0	585
"18588"	Oct 31, 2015	Missed 1 game (illness).	BRANDON	SAAD	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	161	0	10	29	2015	10	31	2015	2	1446120000	1446292800	cold/virus	illness	BRANDON SAAD	1	126
"12181"	Mar 12, 2016	Missed 3 games (upper body injury).	BRANDON	SAAD	CHICAGO	BLACKHAWKS	3	TRUE	upper body injury	FALSE	162	0	3	05	2016	3	12	2016	7	1457179200	1457784000	upper body	upper body	BRANDON SAAD	1	NA
"11963"	Mar 09, 2017	Missed 2 games (illness).	NICK	SCHMALTZ	CHICAGO	BLACKHAWKS	2	TRUE	illness	FALSE	163	0	3	02	2017	3	09	2017	7	1488456000	1489060800	cold/virus	illness	NICK SCHMALTZ	0	213
"17695"	Oct 18, 2017	Missed 4 games (upper body injury).	NICK	SCHMALTZ	CHICAGO	BLACKHAWKS	4	TRUE	upper body injury	FALSE	164	0	10	08	2017	10	18	2017	10	1507464000	1508328000	upper body	upper body	NICK SCHMALTZ	1	NA
"8437"	Jan 19, 2006	Missed 13 games (sprained knee).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	13	TRUE	sprained knee	FALSE	165	0	12	22	2005	1	19	2006	28	1135252800	1137672000	knee	leg	BRENT SEABROOK	0	332
"3636"	Dec 20, 2006	Missed 1 game (back injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	1	TRUE	back injury	FALSE	166	0	12	17	2006	12	20	2006	3	1166356800	1166616000	back	mid body	BRENT SEABROOK	1	1039
"18419"	Oct 29, 2009	Missed 2 games (concussion).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	2	TRUE	concussion	FALSE	167	0	10	24	2009	10	29	2009	5	1256385600	1256817600	concussion	concussion	BRENT SEABROOK	1	140
"12915"	Mar 23, 2010	Missed 2 games (head injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	2	TRUE	head injury	FALSE	168	0	3	18	2010	3	23	2010	5	1268913600	1269345600	head	head/neck/face	BRENT SEABROOK	1	392
"1792"	Apr 24, 2011	Missed the last 2 playoff games (head injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	2	TRUE	head injury	TRUE	169	0	4	19	2011	4	24	2011	5	1303214400	1303646400	head	head/neck/face	BRENT SEABROOK	1	206
"15889"	Nov 25, 2011	Missed 4 games (lower body injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	4	TRUE	lower body injury	FALSE	170	0	11	16	2011	11	25	2011	9	1321444800	1322222400	lower body	lower body	BRENT SEABROOK	1	452
"6073"	Feb 22, 2013	Missed 1 game (lower body injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	1	TRUE	lower body injury	FALSE	171	0	2	19	2013	2	22	2013	3	1361275200	1361534400	lower body	lower body	BRENT SEABROOK	1	1131
"13570"	Mar 31, 2016	Missed 1 game (illness).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	1	TRUE	illness	FALSE	172	0	3	29	2016	3	31	2016	2	1459252800	1459425600	cold/virus	illness	BRENT SEABROOK	1	252
"3114"	Dec 13, 2016	Missed 2 games (upper body injury).	BRENT	SEABROOK	CHICAGO	BLACKHAWKS	2	TRUE	upper body injury	FALSE	173	0	12	08	2016	12	13	2016	5	1481198400	1481630400	upper body	upper body	BRENT SEABROOK	1	NA
"9205"	Jan 29, 2006	Missed 5 games (flu).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	5	TRUE	flu	FALSE	174	0	1	17	2006	1	29	2006	12	1137499200	1138536000	cold/virus	illness	PATRICK SHARP	0	374
"5259"	Feb 11, 2007	Missed 2 games (unknown).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	2	TRUE	unknown	FALSE	175	0	2	07	2007	2	11	2007	4	1170849600	1171195200	unknown	other	PATRICK SHARP	1	286
"16110"	Nov 28, 2007	Missed 2 games (flu).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	2	TRUE	flu	FALSE	176	0	11	24	2007	11	28	2007	4	1195905600	1196251200	cold/virus	illness	PATRICK SHARP	1	446
"12850"	Mar 22, 2009	Missed 16 games (sprained left knee).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	16	TRUE	sprained left knee	FALSE	177	0	2	16	2009	3	22	2009	34	1234785600	1237723200	knee	leg	PATRICK SHARP	1	14
"1422"	Apr 16, 2009	Missed 5 games (left leg injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	5	TRUE	left leg injury	FALSE	178	0	4	05	2009	4	16	2009	11	1238932800	1239883200	leg	leg	PATRICK SHARP	1	541
"17240"	Oct 11, 2010	Missed 1 game (upper body injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	1	TRUE	upper body injury	FALSE	179	0	10	09	2010	10	11	2010	2	1286625600	1286798400	upper body	upper body	PATRICK SHARP	1	163
"470"	Apr 06, 2011	Missed 7 games (left knee injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	7	TRUE	left knee injury	FALSE	180	0	3	23	2011	4	06	2011	14	1300881600	1302091200	knee	leg	PATRICK SHARP	1	278
"9387"	Jan 31, 2012	Missed 8 games (hand injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	8	TRUE	hand injury	FALSE	181	0	1	09	2012	1	31	2012	22	1326110400	1328011200	hand	arm/hand	PATRICK SHARP	1	401
"751"	Apr 09, 2013	Missed 14 games (sprained left shoulder).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	14	TRUE	sprained left shoulder	FALSE	182	0	3	07	2013	4	09	2013	33	1362657600	1365508800	shoulder	upper body	PATRICK SHARP	1	5
"1796"	Apr 24, 2013	Missed 5 games (shoulder injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	5	TRUE	shoulder injury	FALSE	183	0	4	14	2013	4	24	2013	10	1365940800	1366804800	shoulder	upper body	PATRICK SHARP	1	560
"2806"	Dec 09, 2014	Missed 14 games (right leg injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	14	TRUE	right leg injury	FALSE	184	0	11	05	2014	12	09	2014	34	1415188800	1418126400	leg	leg	PATRICK SHARP	1	450
"12531"	Mar 17, 2016	Missed 6 games (lower body injury).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	6	TRUE	lower body injury	FALSE	185	0	3	03	2016	3	17	2016	14	1457006400	1458216000	lower body	lower body	PATRICK SHARP	1	218
"15416"	Nov 18, 2016	Missed 14 games (concussion).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	14	TRUE	concussion	FALSE	186	0	10	21	2016	11	18	2016	28	1477051200	1479470400	concussion	concussion	PATRICK SHARP	1	15
"4451"	Dec 31, 2016	Missed 12 games (concussion).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	12	TRUE	concussion	FALSE	187	0	12	03	2016	12	31	2016	28	1480766400	1483185600	concussion	concussion	PATRICK SHARP	1	85
"721"	Apr 08, 2017	Missed the last 8 regular season games (hip surgery).	PATRICK	SHARP	CHICAGO	BLACKHAWKS	8	TRUE	hip surgery	TRUE	188	0	3	26	2017	4	08	2017	13	1490529600	1491652800	hip	lower body	PATRICK SHARP	1	NA
"17168"	Oct 10, 2007	Missed 2 games (broken finger).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2	TRUE	broken finger	FALSE	189	0	9	21	2007	10	10	2007	19	1190376000	1192017600	finger	arm/hand	JONATHAN TOEWS	0	85
"5170"	Feb 10, 2008	Missed 16 games (sprained knee).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	16	TRUE	sprained knee	FALSE	190	0	1	03	2008	2	10	2008	38	1199361600	1202644800	knee	leg	JONATHAN TOEWS	1	622
"14696"	Nov 09, 2009	Missed 6 games (concussion).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	6	TRUE	concussion	FALSE	191	0	10	24	2009	11	09	2009	16	1256385600	1257768000	concussion	concussion	JONATHAN TOEWS	1	416
"7056"	Jan 03, 2011	Missed 2 games (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	2	TRUE	upper body injury	FALSE	192	0	12	30	2010	1	03	2011	4	1293710400	1294056000	upper body	upper body	JONATHAN TOEWS	1	386
"9382"	Jan 31, 2012	Missed 1 game (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	1	TRUE	upper body injury	FALSE	193	0	1	24	2012	1	31	2012	7	1327406400	1328011200	upper body	upper body	JONATHAN TOEWS	1	21
"1156"	Apr 12, 2012	Missed the last 22 regular season games (concussion).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	22	TRUE	concussion	TRUE	194	0	2	21	2012	4	12	2012	51	1329825600	1334232000	concussion	concussion	JONATHAN TOEWS	1	720
"1503"	Apr 17, 2014	Missed the last 6 regular season games (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	6	TRUE	upper body injury	TRUE	195	0	4	02	2014	4	17	2014	15	1396440000	1397736000	upper body	upper body	JONATHAN TOEWS	1	953
"3123"	Dec 13, 2016	Missed 9 games (upper body injury).	JONATHAN	TOEWS	CHICAGO	BLACKHAWKS	9	TRUE	upper body injury	FALSE	196	0	11	25	2016	12	13	2016	18	1480075200	1481630400	upper body	upper body	JONATHAN TOEWS	1	NA
"18030"	Oct 23, 2015	Missed 8 games (eye injury).	JOSH	ANDERSON	COLUMBUS	BLUEJACKETS	8	TRUE	eye injury	FALSE	197	0	10	06	2015	10	23	2015	17	1444132800	1445601600	eye	head/neck/face	JOSH ANDERSON	0	470
"4977"	Feb 07, 2017	Missed 1 game (flu).	JOSH	ANDERSON	COLUMBUS	BLUEJACKETS	1	TRUE	flu	FALSE	198	0	2	04	2017	2	07	2017	3	1486209600	1486468800	cold/virus	illness	JOSH ANDERSON	1	27
"12259"	Mar 13, 2017	Missed 3 games (lower body injury).	JOSH	ANDERSON	COLUMBUS	BLUEJACKETS	3	TRUE	lower body injury	FALSE	199	0	3	06	2017	3	13	2017	7	1488801600	1489406400	lower body	lower body	JOSH ANDERSON	1	NA
"5992"	Feb 21, 2013	Missed 13 games (lower body injury).	CAM	ATKINSON	COLUMBUS	BLUEJACKETS	13	TRUE	lower body injury	FALSE	200	0	1	24	2013	2	21	2013	28	1359028800	1361448000	lower body	lower body	CAM ATKINSON	0	677
"7303"	Jan 06, 2015	Missed 3 games (upper body injury).	CAM	ATKINSON	COLUMBUS	BLUEJACKETS	3	TRUE	upper body injury	FALSE	201	0	12	30	2014	1	06	2015	7	1419940800	1420545600	upper body	upper body	CAM ATKINSON	1	1028
"14630"	Nov 07, 2017	Missed 4 games (lower body injury).	CAM	ATKINSON	COLUMBUS	BLUEJACKETS	4	TRUE	lower body injury	FALSE	202	0	10	30	2017	11	07	2017	8	1509364800	1510056000	lower body	lower body	CAM ATKINSON	1	49
"8967"	Jan 25, 2018	Missed 11 games (fractured right foot).	CAM	ATKINSON	COLUMBUS	BLUEJACKETS	11	TRUE	fractured right foot	FALSE	203	0	12	26	2017	1	25	2018	30	1514289600	1516881600	foot	foot	CAM ATKINSON	1	NA
"347"	Apr 04, 2017	Missed 6 games (undisclosed).	OLIVER	BJORKSTRAND	COLUMBUS	BLUEJACKETS	6	TRUE	undisclosed	FALSE	204	0	3	23	2017	4	04	2017	12	1490270400	1491307200	undisclosed	undisclosed	OLIVER BJORKSTRAND	0	NA
"6975"	Jan 02, 2014	Missed 12 games (strained groin).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	12	TRUE	strained groin	FALSE	205	0	12	04	2013	1	02	2014	29	1386158400	1388664000	groin	lower body	SERGEI BOBROVSKY	0	85
"13387"	Mar 29, 2014	Missed 1 game (flu).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	1	TRUE	flu	FALSE	206	0	3	28	2014	3	29	2014	1	1396008000	1396094400	cold/virus	illness	SERGEI BOBROVSKY	1	213
"15088"	Nov 14, 2014	Missed 7 games (fractured finger).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	7	TRUE	fractured finger	FALSE	207	0	10	28	2014	11	14	2014	17	1414497600	1415966400	finger	arm/hand	SERGEI BOBROVSKY	1	43
"4426"	Dec 31, 2014	Missed 1 game (illness).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	1	TRUE	illness	FALSE	208	0	12	27	2014	12	31	2014	4	1419681600	1420027200	cold/virus	illness	SERGEI BOBROVSKY	1	26
"6806"	Feb 28, 2015	Missed 15 games (groin).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	15	TRUE	groin	FALSE	209	0	1	26	2015	2	28	2015	33	1422273600	1425124800	groin	lower body	SERGEI BOBROVSKY	1	285
"4356"	Dec 30, 2015	Missed 10 games (lower body injury).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	10	TRUE	lower body injury	FALSE	210	0	12	10	2015	12	30	2015	20	1449748800	1451476800	lower body	lower body	SERGEI BOBROVSKY	1	3
"8131"	Jan 15, 2016	Missed 16 games (groin).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	16	TRUE	groin	FALSE	211	0	1	02	2016	1	15	2016	13	1451736000	1452859200	groin	lower body	SERGEI BOBROVSKY	1	7
"11952"	Mar 09, 2016	Missed 19 games (groin).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	19	TRUE	groin	FALSE	212	0	1	22	2016	3	09	2016	47	1453464000	1457524800	groin	lower body	SERGEI BOBROVSKY	1	307
"7850"	Jan 12, 2017	Missed 1 game (illness).	SERGEI	BOBROVSKY	COLUMBUS	BLUEJACKETS	1	TRUE	illness	FALSE	213	0	1	10	2017	1	12	2017	2	1484049600	1484222400	cold/virus	illness	SERGEI BOBROVSKY	1	2
